"","V1","V2","V3","V4","V5"
"1",0.224137931034483,0.189655172413793,0.206896551724138,0.172413793103448,0.206896551724138
"2",0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692,0.192307692307692
"3",0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692,0.192307692307692
"4",0.192307692307692,0.192307692307692,0.192307692307692,0.211538461538462,0.211538461538462
"5",0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804
"6",0.203703703703704,0.185185185185185,0.185185185185185,0.240740740740741,0.185185185185185
"7",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"8",0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"9",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"10",0.207547169811321,0.226415094339623,0.188679245283019,0.188679245283019,0.188679245283019
"11",0.192307692307692,0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692
"12",0.211538461538462,0.192307692307692,0.192307692307692,0.211538461538462,0.192307692307692
"13",0.222222222222222,0.203703703703704,0.185185185185185,0.203703703703704,0.185185185185185
"14",0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"15",0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"16",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"17",0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549
"18",0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"19",0.215686274509804,0.196078431372549,0.196078431372549,0.196078431372549,0.196078431372549
"20",0.185185185185185,0.240740740740741,0.203703703703704,0.185185185185185,0.185185185185185
"21",0.192307692307692,0.230769230769231,0.192307692307692,0.192307692307692,0.192307692307692
"22",0.192307692307692,0.192307692307692,0.192307692307692,0.230769230769231,0.192307692307692
"23",0.185185185185185,0.203703703703704,0.185185185185185,0.185185185185185,0.240740740740741
"24",0.188679245283019,0.188679245283019,0.188679245283019,0.245283018867925,0.188679245283019
"25",0.196078431372549,0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549
"26",0.192307692307692,0.192307692307692,0.192307692307692,0.211538461538462,0.211538461538462
"27",0.207547169811321,0.188679245283019,0.207547169811321,0.207547169811321,0.188679245283019
"28",0.207547169811321,0.188679245283019,0.207547169811321,0.207547169811321,0.188679245283019
"29",0.214285714285714,0.214285714285714,0.178571428571429,0.178571428571429,0.214285714285714
"30",0.188679245283019,0.188679245283019,0.226415094339623,0.207547169811321,0.188679245283019
"31",0.214285714285714,0.178571428571429,0.196428571428571,0.178571428571429,0.232142857142857
"32",0.192307692307692,0.192307692307692,0.211538461538462,0.211538461538462,0.192307692307692
"33",0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549
"34",0.181818181818182,0.2,0.218181818181818,0.181818181818182,0.218181818181818
"35",0.188679245283019,0.226415094339623,0.207547169811321,0.188679245283019,0.188679245283019
"36",0.196078431372549,0.196078431372549,0.215686274509804,0.196078431372549,0.196078431372549
